3484.5,3482.3,3480.1,3475.7,3471.3,3469.1,3466.9,3462.5,3431.6,3427.2,3418.4,3414,3376.5,3365.4,3327.9,3312.5,3275,3272.8,3272.8,3272.8,3272.8,0,0
3464.7,3453.6,3449.2,3447,3442.6,3438.2,3436,3431.6,3402.9,3394.1,3387.5,3380.9,3343.4,3332.4,3294.9,3279.4,3241.9,3239.7,3239.7,3239.7,3239.7,0,0
3451.4,3447,3422.8,3416.2,3411.7,3407.3,3402.9,3400.7,3396.3,3363.2,3356.6,3347.8,3310.3,3301.5,3261.8,3246.3,3208.8,3206.6,3206.6,3206.6,3206.6,0,0
3420.6,3418.4,3414,3387.5,3380.9,3376.5,3372,3367.6,3363.2,3330.1,3323.5,3316.9,3279.4,3272.8,3261.8,3213.3,3175.8,3173.6,3173.6,3173.6,3173.6,0,0
3387.5,3385.3,3383.1,3378.7,3350,3345.6,3339,3334.6,3332.4,3299.3,3292.7,3283.8,3246.3,3239.7,3228.7,3180.2,3142.7,3140.5,3140.5,3140.5,3140.5,0,0
3356.6,3354.4,3352.2,3347.8,3334.6,3314.7,3308.1,3301.5,3299.3,3283.8,3259.6,3250.8,3230.9,3206.6,3195.6,3147.1,3109.6,3107.4,3107.4,3107.4,3107.4,0,0
3325.7,3321.3,3319.1,3316.9,3312.5,3283.8,3277.2,3270.6,3266.2,3259.6,3226.5,3217.7,3208.8,3173.6,3162.5,3116.2,3076.5,3074.3,3074.3,3074.3,3074.3,0,0
3294.9,3290.4,3286,3283.8,3281.6,3259.6,3244.1,3237.5,3233.1,3228.7,3195.6,3189,3178,3142.7,3129.5,3083.1,3043.4,3041.2,3041.2,3041.2,3041.2,0,0
3261.8,3257.4,3253,3250.8,3248.5,3241.9,3213.3,3206.6,3200,3195.6,3162.5,3158.1,3144.9,3109.6,3098.6,3054.5,3010.4,3010.4,3010.4,3010.4,3010.4,0,0
3230.9,3226.5,3222.1,3217.7,3215.5,3213.3,3180.2,3175.8,3169.2,3162.5,3129.5,3125,3111.8,3076.5,3065.5,3023.6,2979.5,2977.3,2977.3,2977.3,2977.3,0,0
3200,3195.6,3189,3186.8,3182.4,3180.2,3149.3,3142.7,3136.1,3131.7,3098.6,3092,3080.9,3043.4,3032.4,2992.7,2946.4,2944.2,2944.2,2944.2,2944.2,0,0
3166.9,3162.5,3158.1,3153.7,3151.5,3147.1,3118.4,3109.6,3105.2,3098.6,3065.5,3061.1,3047.9,3012.6,3001.5,2961.8,2915.5,2913.3,2913.3,2913.3,2913.3,0,0
3136.1,3131.7,3127.2,3120.6,3118.4,3116.2,3087.6,3078.7,3072.1,3065.5,3034.6,3028,3014.8,2979.5,2968.5,2928.8,2882.5,2880.2,2880.2,2880.2,2880.2,0,0
3105.2,3098.6,3094.2,3087.6,3085.3,3083.1,3056.7,3045.6,3041.2,3034.6,3003.7,2997.1,2983.9,2946.4,2937.6,2897.9,2851.6,2849.4,2849.4,2849.4,2849.4,0,0
3076.5,3067.7,3063.3,3056.7,3054.5,3052.3,3030.2,3014.8,3010.4,3001.5,2972.9,2964,2950.8,2915.5,2906.7,2864.8,2818.5,2818.5,2818.5,2818.5,2818.5,0,0
3047.9,3034.6,3030.2,3023.6,3021.4,3019.2,3003.7,2981.7,2977.3,2968.5,2944.2,2933.2,2919.9,2882.5,2875.8,2833.9,2787.6,2785.4,2785.4,2785.4,2785.4,0,0
3019.2,3003.7,2999.3,2992.7,2988.3,2986.1,2977.3,2950.8,2946.4,2937.6,2915.5,2902.3,2886.9,2851.6,2845,2803.1,2756.7,2754.5,2754.5,2754.5,2754.5,0,0
2990.5,2970.7,2966.3,2959.6,2957.4,2955.2,2946.4,2917.7,2915.5,2904.5,2886.9,2871.4,2856,2820.7,2816.3,2772.2,2725.9,2723.7,2723.7,2723.7,2723.7,0,0
2961.8,2939.8,2935.4,2928.8,2924.4,2924.4,2915.5,2886.9,2884.7,2873.6,2858.2,2838.3,2825.1,2789.8,2785.4,2739.1,2695,2692.8,2692.8,2692.8,2692.8,0,0
2931,2906.7,2904.5,2897.9,2893.5,2891.3,2884.7,2856,2851.6,2842.8,2829.5,2807.5,2792,2756.7,2754.5,2708.2,2664.1,2661.9,2661.9,2661.9,2661.9,0,0
2902.3,2875.8,2873.6,2864.8,2860.4,2860.4,2853.8,2822.9,2820.7,2809.7,2800.9,2776.6,2761.2,2725.9,2723.7,2677.3,2633.2,2631,2631,2631,2631,0,0
2869.2,2845,2840.5,2833.9,2829.5,2829.5,2820.7,2792,2789.8,2778.8,2770,2745.7,2730.3,2695,2692.8,2646.5,2602.4,2600.2,2600.2,2600.2,2600.2,0,0
